ms,control_dt_us,control_exec_us,esekf_us,missed,log_dropped,mode,ctrl,ax,ay,az,gx,gy,gz,roll_deg,pitch_deg,yaw_deg,vn,ve,vu,pn,pe,pu,bgx,bgy,bgz,bax,bay,baz,pid_p_roll,pid_d_roll,pid_i_roll,pid_p_pitch,pid_d_pitch,pid_i_pitch,u_diff_deg,u_sym_deg,left_inc_deg,right_inc_deg,left_deg,right_deg,morph_deg,left_pwm,right_pwm,morph_pwm,gps_fix,gps_sats,gps_lat_deg,gps_lon_deg,gps_alt_m,gps_vn,gps_ve,gps_vd,gps_fix_type,gps_hacc_m,gps_vacc_m,gps_sacc_mps,gps_origin_set
19594,36454,18565,15304,412,0,3,0,-0.39744,0.97683,9.7875,-0.005326,-0.009587,-0.010653,6.138,0.82,30.908,13.5002,51.6647,25.3171,231.9016,701.8163,266.1759,-0.0202927,0.0396241,-0.011811,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
19640,27963,17980,14754,414,0,3,0,-0.38427,0.9912,9.79348,-0.005326,-0.008522,-0.009587,6.14,0.833,30.903,13.3887,51.6333,25.4319,230.817,703.7654,269.0695,-0.0202187,0.0393291,-0.0118055,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
19687,28674,18470,15242,415,0,3,0,-0.39025,0.97324,9.7851,-0.005326,-0.008522,-0.009587,6.136,0.843,30.899,13.2842,51.5971,25.5499,229.834,705.6429,272.0236,-0.020131,0.0390437,-0.0117975,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
19746,18466,18333,15152,416,0,3,0,-0.38307,0.97923,9.79947,-0.005326,-0.009587,-0.009587,6.122,0.88,30.894,13.1357,51.5464,25.7208,228.2941,707.9074,276.103,-0.0200026,0.0386312,-0.0117854,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
19793,28393,18499,15253,417,0,3,0,-0.39863,0.96845,9.80665,-0.006392,-0.008522,-0.010653,6.116,0.889,30.887,13.0343,51.5116,25.8353,227.3388,709.8052,279.0178,-0.0199189,0.0383546,-0.0117771,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
19858,39078,25252,17036,419,0,3,0,-0.38068,0.98761,9.80186,-0.007457,-0.008522,-0.010653,6.119,0.866,30.878,12.9347,51.4776,25.9443,226.5707,712.302,282.138,-0.0198415,0.038089,-0.0117683,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
19899,22014,18404,14756,421,0,3,0,-0.39025,0.97564,9.77074,-0.006392,-0.007457,-0.009587,6.116,0.882,30.871,12.8289,51.4468,26.0546,225.5266,714.2722,285.0459,-0.019768,0.0378058,-0.0117589,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
19946,28466,18454,15238,422,0,3,0,-0.38666,0.98402,9.78031,-0.006392,-0.008522,-0.009587,6.113,0.889,30.863,12.7293,51.4171,26.1597,224.5655,716.2358,287.8734,-0.0196967,0.0375379,-0.0117491,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
19994,29201,18532,15287,423,0,3,0,-0.39504,0.97324,9.78869,-0.005326,-0.007457,-0.010653,6.111,0.9,30.853,12.6284,51.3857,26.2684,223.5865,718.2145,290.7792,-0.0196212,0.037265,-0.0117386,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
20033,18916,38984,30498,424,0,3,0,-0.39983,0.96247,9.78271,-0.006392,-0.007457,-0.009587,6.102,0.92,30.852,12.5809,51.3677,26.3264,223.0647,718.8977,292.1639,-0.0195743,0.0371288,-0.0117323,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
20086,33994,18487,15256,426,0,3,0,-0.39385,0.98521,9.81024,-0.006392,-0.009587,-0.010653,6.116,0.865,30.837,12.4724,51.3326,26.4381,222.3318,722.1816,295.7656,-0.0195013,0.0368484,-0.0117211,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
20151,18533,18353,15154,427,0,3,0,-0.38188,0.97444,9.77792,-0.006392,-0.007457,-0.009587,6.109,0.902,30.825,12.3214,51.2912,26.595,220.7219,724.8762,299.9175,-0.019399,0.0364402,-0.0117054,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
20192,21952,18968,15752,428,0,3,0,-0.39265,0.97564,9.80066,-0.005326,-0.008522,-0.009587,6.102,0.93,30.817,12.2246,51.2642,26.6978,219.6553,726.5093,302.5767,-0.0193308,0.036176,-0.0116951,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
20239,22449,18426,14786,430,0,3,0,-0.39744,0.97205,9.77193,-0.005326,-0.007457,-0.009587,6.099,0.943,30.809,12.1289,51.2349,26.8012,218.6984,728.4692,305.4294,-0.0192593,0.0359153,-0.0116849,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
20288,30604,18473,15239,431,0,3,0,-0.39265,0.97564,9.80186,-0.007457,-0.008522,-0.010653,6.095,0.947,30.801,12.0385,51.2046,26.9021,217.8512,730.5242,308.3032,-0.0191859,0.0356671,-0.011675,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
20347,18492,18349,15158,432,0,3,0,-0.38906,0.97564,9.7863,-0.006392,-0.007457,-0.010653,6.08,0.985,30.793,11.9095,51.162,27.0498,216.4575,732.8566,312.1971,-0.0190756,0.0353041,-0.0116594,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
20394,28330,18510,15266,433,0,3,0,-0.39624,0.97205,9.77313,-0.005326,-0.008522,-0.009587,6.08,0.989,30.786,11.8239,51.1353,27.1424,215.6333,734.8341,314.9075,-0.0190107,0.0350701,-0.0116507,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
20442,28730,18355,15120,435,0,3,0,-0.39504,0.97923,9.80426,-0.007457,-0.009587,-0.009587,6.078,0.994,30.779,11.7361,51.1092,27.2356,214.7756,736.8559,317.6481,-0.0189477,0.0348319,-0.0116425,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
20483,22319,18457,15163,436,0,3,0,-0.39025,0.96965,9.79707,-0.007457,-0.008522,-0.010653,6.07,1.01,30.772,11.6539,51.0838,27.3269,213.9045,738.5264,320.1842,-0.0188831,0.0346033,-0.0116324,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
20546,39011,23525,15337,437,0,3,0,-0.39385,0.96606,9.80066,-0.005326,-0.008522,-0.009587,6.073,0.992,30.764,11.5673,51.0518,27.4252,213.1935,740.9972,323.2924,-0.0188087,0.0343655,-0.011621,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
20599,34978,18524,14815,439,0,3,0,-0.39025,0.98162,9.79468,-0.004261,-0.010653,-0.009587,6.082,0.968,30.755,11.479,51.0223,27.5204,212.4573,743.5515,326.3986,-0.0187406,0.0341267,-0.0116121,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
20640,18624,17986,14747,440,0,3,0,-0.39025,0.98043,9.80665,-0.006392,-0.007457,-0.009587,6.076,0.995,30.751,11.3919,50.9973,27.6138,211.4868,745.2428,329.0118,-0.0186769,0.033886,-0.0116048,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
20687,28418,18445,15226,441,0,3,0,-0.39025,0.98521,9.79588,-0.006392,-0.008522,-0.009587,6.074,1.006,30.744,11.3051,50.9737,27.7034,210.5855,747.233,331.7109,-0.0186193,0.0336507,-0.0115976,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
20734,28453,18445,15217,442,0,3,0,-0.38906,0.97324,9.78989,-0.006392,-0.008522,-0.010653,6.072,1.014,30.737,11.2232,50.9476,27.7934,209.7666,749.2134,334.4412,-0.0185548,0.0334239,-0.0115902,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
20794,19253,18593,15363,444,0,3,0,-0.39025,0.96845,9.77553,-0.005326,-0.009587,-0.010653,6.059,1.044,30.729,11.1082,50.9102,27.924,208.5111,751.6375,338.1973,-0.0184572,0.033098,-0.0115776,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
20841,27663,17980,14748,446,0,3,0,-0.38906,0.97085,9.78271,-0.006392,-0.008522,-0.009587,6.056,1.047,30.725,11.0319,50.8842,28.01,207.7644,753.5968,340.8831,-0.0183922,0.0328839,-0.0115698,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
20888,28706,18405,15194,447,0,3,0,-0.39385,0.98881,9.7875,-0.005326,-0.009587,-0.010653,6.06,1.049,30.716,10.9525,50.8633,28.0902,206.9614,755.6426,343.4814,-0.0183416,0.0326694,-0.0115636,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
20947,18509,18366,15171,448,0,3,0,-0.39145,0.98043,9.79109,-0.005326,-0.008522,-0.009587,6.057,1.076,30.71,10.8399,50.8311,28.2113,205.7007,758.0945,347.0877,-0.0182584,0.0323552,-0.0115557,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
20995,28835,18649,15385,449,0,3,0,-0.38427,0.98521,9.80186,-0.006392,-0.009587,-0.009587,6.061,1.071,30.703,10.7659,50.8111,28.2869,204.978,760.1781,349.6313,-0.0182105,0.0321548,-0.0115512,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
21034,19130,38897,30454,450,0,3,0,-0.40223,0.97205,9.77792,-0.005326,-0.009587,-0.009587,6.057,1.084,30.702,10.7278,50.7993,28.3291,204.5354,760.9463,350.8596,-0.0181795,0.0320468,-0.0115483,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
21104,39064,30914,24924,452,0,3,0,-0.38307,0.97923,9.80545,-0.006392,-0.007457,-0.010653,6.074,1.024,30.692,10.6447,50.7695,28.4167,204.0535,764.5092,354.4583,-0.0181181,0.0318284,-0.0115419,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
21151,28298,18464,15224,454,0,3,0,-0.37828,0.97444,9.78869,-0.005326,-0.008522,-0.009587,6.076,1.011,30.69,10.5655,50.7394,28.5079,203.3757,767.0606,357.618,-0.0180466,0.0316068,-0.0115352,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
21199,28717,18645,15065,455,0,3,0,-0.39025,0.98043,9.80426,-0.005326,-0.009587,-0.010653,6.074,1.022,30.685,10.4866,50.7145,28.5949,202.5363,769.0477,360.381,-0.0179837,0.0313854,-0.0115299,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
21240,22552,18040,14776,457,0,3,0,-0.37828,0.97803,9.78869,-0.005326,-0.008522,-0.009587,6.069,1.042,30.682,10.4123,50.6921,28.6766,201.6955,770.7805,362.914,-0.0179251,0.031175,-0.0115249,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
21287,28641,18445,15227,458,0,3,0,-0.39504,0.97085,9.79947,-0.005326,-0.007457,-0.009587,6.065,1.054,30.682,10.3381,50.6652,28.7634,200.9218,772.7109,365.6741,-0.0178566,0.0309626,-0.0115203,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
21334,28306,18433,15201,459,0,3,0,-0.39504,0.97564,9.79348,-0.005326,-0.008522,-0.009587,6.06,1.066,30.682,10.2639,50.6387,28.8495,200.1408,774.6478,368.4375,-0.0177889,0.03075,-0.0115161,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
21394,19597,18402,15210,461,0,3,0,-0.38906,0.98162,9.7851,-0.006392,-0.009587,-0.010653,6.049,1.099,30.679,10.1561,50.6066,28.9678,198.8811,777.128,372.1278,-0.0177041,0.0304433,-0.0115096,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
21442,23914,18390,15164,463,0,3,0,-0.38666,0.97923,9.80306,-0.006392,-0.009587,-0.010653,6.047,1.099,30.675,10.0879,50.5834,29.0454,198.1951,779.1506,374.7766,-0.0176456,0.0302497,-0.0115047,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
21489,28425,18434,15227,464,0,3,0,-0.38427,0.98282,9.80306,-0.007457,-0.008522,-0.010653,6.045,1.102,30.668,10.0202,50.5638,29.1175,197.501,781.1959,377.326,-0.0175965,0.0300611,-0.0114992,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
21546,38112,18703,15340,465,0,3,0,-0.37828,0.97564,9.79707,-0.006392,-0.008522,-0.009587,6.047,1.085,30.664,9.9521,50.5393,29.1947,196.9137,783.676,380.2458,-0.0175378,0.0298699,-0.0114923,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
21583,18895,36840,28728,466,0,3,0,-0.39744,0.96965,9.78271,-0.006392,-0.008522,-0.009587,6.041,1.102,30.663,9.9167,50.5281,29.235,196.4749,784.4274,381.4729,-0.0175072,0.0297668,-0.0114884,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
21649,18521,18373,15185,468,0,3,0,-0.39504,0.97803,9.7875,-0.006392,-0.008522,-0.009587,6.042,1.097,30.652,9.8041,50.4937,29.3531,195.3792,788.1362,385.9186,-0.0174248,0.0294557,-0.0114769,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
21690,22124,18381,15159,469,0,3,0,-0.38427,0.98402,9.80186,-0.005326,-0.009587,-0.009587,6.039,1.117,30.647,9.7357,50.4758,29.4251,194.5622,789.8613,388.3192,-0.0173769,0.0292621,-0.0114704,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
21736,28073,18441,14847,470,0,3,0,-0.39145,0.97444,9.79228,-0.005326,-0.008522,-0.009587,6.037,1.125,30.643,9.6692,50.4548,29.4988,193.8491,791.8528,390.9237,-0.017323,0.0290726,-0.0114641,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
21785,29004,18867,15584,471,0,3,0,-0.37948,0.98162,9.80545,-0.007457,-0.007457,-0.009587,6.037,1.131,30.637,9.6023,50.437,29.5681,193.1329,793.9459,393.4818,-0.0172783,0.0288866,-0.0114586,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
21844,18505,18448,15264,473,0,3,0,-0.37828,0.99718,9.80545,-0.006392,-0.006392,-0.010653,6.031,1.158,30.627,9.509,50.4137,29.6649,192.0366,796.5492,396.8947,-0.0172159,0.0286229,-0.0114488,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
21891,23223,18405,15193,475,0,3,0,-0.38666,0.98282,9.77553,-0.007457,-0.006392,-0.010653,6.027,1.166,30.619,9.4463,50.3972,29.7298,191.3683,798.6185,399.3752,-0.0171739,0.0284475,-0.011441,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
21938,28159,18465,14830,476,0,3,0,-0.39145,0.96606,9.76595,-0.006392,-0.007457,-0.010653,6.023,1.174,30.612,9.3839,50.3772,29.7986,190.7035,800.6268,401.9414,-0.0171223,0.0282686,-0.011433,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
21998,19654,18317,14815,478,0,3,0,-0.38666,0.97803,9.7875,-0.005326,-0.005326,-0.009587,6.018,1.205,30.604,9.2934,50.3521,29.8956,189.6358,803.1972,405.3965,-0.0170545,0.028009,-0.011423,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
22036,18522,38165,30054,478,0,3,0,-0.39265,0.96606,9.76834,-0.006392,-0.008522,-0.009587,6.013,1.216,30.604,9.2656,50.3416,29.9296,189.3042,803.938,406.5385,-0.0170254,0.0279249,-0.0114204,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
22096,36174,23506,15356,480,0,3,0,-0.38547,0.97205,9.7875,-0.006392,-0.007457,-0.009587,6.027,1.164,30.6,9.2009,50.3162,30.0002,188.9082,807.3196,409.9655,-0.0169704,0.0277477,-0.0114154,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
22137,18598,18398,14840,481,0,3,0,-0.38427,0.97085,9.78989,-0.006392,-0.008522,-0.010653,6.02,1.177,30.597,9.1396,50.2938,30.0729,188.2302,809.2253,412.5821,-0.0169112,0.0275668,-0.01141,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
22185,28590,18839,15595,482,0,3,0,-0.38427,0.97444,9.79228,-0.006392,-0.008522,-0.009587,6.016,1.181,30.595,9.0807,50.2737,30.1405,187.6038,811.2445,415.1565,-0.0168588,0.0273953,-0.0114045,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
22249,39544,24731,16595,484,0,3,0,-0.39265,1.01155,9.82341,-0.007457,-0.010653,-0.010653,6.023,1.163,30.582,9.0133,50.259,30.2039,186.9491,813.9553,417.9962,-0.0168249,0.027215,-0.0113978,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
22290,22169,18377,15182,486,0,3,0,-0.39145,0.98043,9.81144,-0.007457,-0.005326,-0.010653,6.016,1.186,30.571,8.9469,50.2423,30.2727,186.1623,816.0129,420.5915,-0.0167812,0.0270272,-0.0113881,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
22337,28237,18473,14859,487,0,3,0,-0.39025,0.97803,9.81623,-0.007457,-0.006392,-0.010653,6.003,1.198,30.57,8.8901,50.2179,30.3523,185.5573,817.9323,423.2735,-0.0167154,0.0268544,-0.0113797,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
22386,29663,18803,15572,488,0,3,0,-0.38786,0.98282,9.79468,-0.007457,-0.006392,-0.009587,6.003,1.208,30.56,8.8285,50.205,30.4117,184.8591,820.1163,425.7621,-0.0166823,0.0266837,-0.0113703,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
22445,18471,18436,15255,490,0,3,0,-0.38906,0.97324,9.78989,-0.007457,-0.005326,-0.010653,5.986,1.241,30.55,8.7473,50.1788,30.5059,183.8795,822.6299,429.2381,-0.0166084,0.026441,-0.0113562,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
22492,23307,18438,15217,492,0,3,0,-0.39983,0.96486,9.7875,-0.007457,-0.007457,-0.010653,5.976,1.256,30.54,8.6893,50.161,30.5701,183.2225,824.6575,431.7923,-0.0165609,0.0262719,-0.011345,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
22556,38997,24460,16361,493,0,3,0,-0.40821,0.96247,9.77912,-0.007457,-0.006392,-0.010653,5.974,1.254,30.527,8.627,50.1431,30.6339,182.599,827.2451,434.6717,-0.0165177,0.0260975,-0.0113327,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
22585,24639,28680,20503,494,0,3,0,-0.39265,0.97564,9.79588,-0.006392,-0.008522,-0.010653,5.975,1.256,30.519,8.5973,50.1366,30.6633,182.2615,828.3556,435.936,-0.0165005,0.0260141,-0.0113265,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
22651,18569,18351,15176,496,0,3,0,-0.38786,0.96965,9.78869,-0.006392,-0.007457,-0.009587,5.97,1.259,30.502,8.512,50.1129,30.7534,181.3401,831.7526,439.8679,-0.0164382,0.025769,-0.0113083,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
22698,28236,18485,14880,497,0,3,0,-0.39863,0.97923,9.80785,-0.007457,-0.007457,-0.010653,5.968,1.269,30.489,8.4552,50.1008,30.81,180.6739,833.8577,442.289,-0.0164054,0.0256085,-0.011296,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
22738,22091,18197,14780,498,0,3,0,-0.39863,0.97085,9.77792,-0.006392,-0.006392,-0.009587,5.963,1.296,30.477,8.396,50.0899,30.8671,179.889,835.6653,444.5583,-0.0163736,0.0254398,-0.0112833,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
22787,24349,18709,15456,500,0,3,0,-0.40103,0.98282,9.80306,-0.006392,-0.007457,-0.010653,5.964,1.303,30.463,8.339,50.0784,30.9224,179.2177,837.8303,447,-0.0163429,0.0252795,-0.0112719,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
22834,27961,18479,15245,502,0,3,0,-0.39385,0.97085,9.81264,-0.006392,-0.007457,-0.010653,5.961,1.311,30.455,8.2879,50.062,30.9808,178.6583,839.8954,449.4826,-0.0162989,0.0251288,-0.0112635,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
22893,18477,18358,15166,503,0,3,0,-0.39744,0.95768,9.7875,-0.008522,-0.007457,-0.010653,5.947,1.341,30.45,8.2152,50.0378,31.0672,177.7656,842.3871,452.8534,-0.0162295,0.0249076,-0.0112525,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
22943,31256,18477,15168,504,0,3,0,-0.41779,0.96606,9.78151,-0.006392,-0.008522,-0.010653,5.946,1.348,30.439,8.1588,50.0237,31.1234,177.1172,844.6168,455.4147,-0.016193,0.0247469,-0.0112426,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
22990,28982,18552,15322,505,0,3,0,-0.37709,0.9924,9.90242,-0.004261,-0.014914,-0.010653,5.948,1.335,30.432,8.1114,50.0078,31.1805,176.6161,846.7043,457.8708,-0.0161499,0.0246057,-0.0112358,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
23048,38870,18458,15213,507,0,3,0,-0.40342,0.97324,9.78031,-0.005326,-0.010653,-0.009587,5.96,1.306,30.417,8.0557,49.9957,31.2329,176.0533,849.3877,460.5947,-0.0161216,0.0244529,-0.0112268,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
23100,33889,18109,14818,508,0,3,0,-0.38906,0.97205,9.78989,-0.005326,-0.008522,-0.009587,5.961,1.303,30.41,8.0038,49.9793,31.2897,175.503,851.717,463.2584,-0.0160789,0.024301,-0.0112196,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
23150,19471,18491,15263,510,0,3,0,-0.39504,0.96965,9.77792,-0.005326,-0.008522,-0.009587,5.963,1.308,30.403,7.9488,49.965,31.347,174.8491,853.887,465.8119,-0.0160407,0.0241417,-0.011213,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
23191,22016,18921,15684,511,0,3,0,-0.41061,0.98162,9.77912,-0.005326,-0.008522,-0.010653,5.962,1.33,30.393,7.8941,49.9547,31.3997,174.1074,855.6974,468.0447,-0.0160107,0.0239839,-0.0112066,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
23238,23280,18429,14808,513,0,3,0,-0.39744,0.96247,9.79228,-0.006392,-0.008522,-0.010653,5.959,1.334,30.391,7.8458,49.937,31.4569,173.5738,857.7726,470.585,-0.0159633,0.023838,-0.0112028,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
23286,28956,18429,15221,514,0,3,0,-0.4142,0.97205,9.79588,-0.006392,-0.008522,-0.009587,5.956,1.343,30.388,7.7943,49.9207,31.5142,172.9655,859.8433,473.1197,-0.0159196,0.0236849,-0.0111983,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
23345,18455,18380,15206,515,0,3,0,-0.39265,0.96127,9.7875,-0.006392,-0.009587,-0.009587,5.942,1.366,30.391,7.7295,49.8943,31.597,172.1714,862.2763,476.499,-0.0158439,0.0234797,-0.0111933,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
23393,29135,18522,15272,516,0,3,0,-0.39025,0.95529,9.79228,-0.006392,-0.007457,-0.009587,5.937,1.367,30.395,7.6868,49.8747,31.653,171.7331,864.3012,479.0229,-0.0157913,0.0233458,-0.0111907,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
23456,39006,24034,15826,518,0,3,0,-0.38786,0.96247,9.78391,-0.007457,-0.007457,-0.009587,5.937,1.349,30.395,7.6425,49.8562,31.7061,171.355,866.8706,481.821,-0.0157449,0.0232131,-0.0111875,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
23497,22019,18389,14813,520,0,3,0,-0.41061,0.95409,9.77912,-0.004261,-0.007457,-0.009587,5.935,1.356,30.394,7.595,49.8393,31.7623,170.791,868.8557,484.3103,-0.0156987,0.023068,-0.0111839,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
