ms,control_dt_us,control_exec_us,esekf_us,missed,log_dropped,mode,ctrl,ax,ay,az,gx,gy,gz,roll_deg,pitch_deg,yaw_deg,vn,ve,vu,pn,pe,pu,bgx,bgy,bgz,bax,bay,baz,pid_p_roll,pid_d_roll,pid_i_roll,pid_p_pitch,pid_d_pitch,pid_i_pitch,u_diff_deg,u_sym_deg,left_inc_deg,right_inc_deg,left_deg,right_deg,morph_deg,left_pwm,right_pwm,morph_pwm,gps_fix,gps_sats,gps_lat_deg,gps_lon_deg,gps_alt_m,gps_vn,gps_ve,gps_vd,gps_fix_type,gps_hacc_m,gps_vacc_m,gps_sacc_mps,gps_origin_set
4740,26662,16231,12957,45,0,3,0,-0.41779,0.99718,9.80426,-0.006392,-0.008522,-0.009587,-49.823,32.607,1.069,11.3886,34.4027,-20.8013,24.7326,72.7841,-44.2096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
4784,27371,16932,13661,46,0,3,0,-0.42377,0.98521,9.79468,-0.006392,-0.008522,-0.009587,-49.838,32.575,1.07,11.4976,34.7609,-21.0154,25.2337,74.2987,-45.1253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
4838,16624,16216,12991,47,0,3,0,-0.43215,0.98881,9.76595,-0.006392,-0.008522,-0.009587,-49.857,32.535,1.071,11.6325,35.2056,-21.2825,25.8645,76.2067,-46.2788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
4898,16676,16190,12965,48,0,3,0,-0.43096,0.99958,9.75637,-0.006392,-0.010653,-0.009587,-49.875,32.485,1.076,11.7799,35.6938,-21.5766,26.5657,78.3301,-47.5624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
4942,26837,16540,13245,49,0,3,0,-0.42018,0.98881,9.7851,-0.006392,-0.010653,-0.010653,-49.889,32.45,1.08,11.8865,36.047,-21.7883,27.0771,79.8804,-48.4995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
4996,17322,16614,13023,50,0,3,0,-0.42377,0.97803,9.84615,-0.009587,-0.012783,-0.009587,-49.909,32.401,1.091,12.0219,36.4953,-22.055,27.7309,81.8642,-49.6985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
5033,16826,36577,28297,50,0,3,0,-0.42377,0.94571,9.8294,-0.006392,-0.010653,-0.010653,-49.914,32.386,1.093,12.0638,36.633,-22.1365,27.9336,82.4794,-50.0703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
5088,28217,26631,18505,52,0,3,0,-0.42138,0.99599,9.76715,-0.006392,-0.010653,-0.009587,-49.931,32.336,1.098,12.2229,37.1631,-22.4543,28.7225,84.8767,-51.5188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
5142,16686,16540,13278,54,0,3,0,-0.40701,1.03549,9.79109,-0.005326,-0.007457,-0.009587,-49.946,32.282,1.104,12.3792,37.6855,-22.7682,29.5058,87.2597,-52.9586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
5185,26474,17083,13783,55,0,3,0,-0.4118,1.03549,9.80066,-0.007457,-0.008522,-0.010653,-49.963,32.248,1.104,12.4846,38.0405,-22.9814,30.0429,88.8953,-53.9467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
5247,16835,16611,13363,56,0,3,0,-0.44412,0.96606,9.79827,-0.007457,-0.008522,-0.010653,-49.993,32.203,1.101,12.6351,38.5453,-23.2818,30.8169,91.2553,-55.3723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
5284,20264,16657,13405,57,0,3,0,-0.43455,0.93613,9.77193,-0.006392,-0.009587,-0.009587,-50.005,32.175,1.103,12.7255,38.8471,-23.462,31.2871,92.69,-56.2389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
5344,16737,16634,13376,58,0,3,0,-0.42018,0.96247,9.7851,-0.005326,-0.007457,-0.009587,-50.023,32.13,1.106,12.8717,39.337,-23.755,32.0558,95.0381,-57.6569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
5405,38246,22508,14304,59,0,3,0,-0.41061,0.99838,9.79707,-0.005326,-0.008522,-0.009587,-50.039,32.089,1.107,13.0055,39.7884,-24.025,32.7684,97.2168,-58.9725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
5442,20328,16553,13308,61,0,3,0,-0.40941,1.01035,9.78869,-0.006392,-0.009587,-0.009587,-50.052,32.055,1.11,13.1097,40.1416,-24.2366,33.3303,98.9368,-60.0111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
5485,26629,16665,13406,62,0,3,0,-0.41659,0.99359,9.79827,-0.005326,-0.008522,-0.010653,-50.067,32.021,1.109,13.2146,40.4976,-24.4491,33.9011,100.6853,-61.0667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
5545,32219,21999,13792,64,0,3,0,-0.40941,0.98162,9.78391,-0.006392,-0.006392,-0.009587,-50.087,31.983,1.106,13.3451,40.9397,-24.7144,34.6193,102.8876,-62.3962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
5588,26605,16832,13569,66,0,3,0,-0.48722,0.92296,9.55287,0.003196,-0.031958,-0.002131,-50.055,31.924,1.162,13.4617,41.3383,-24.9526,35.2734,104.8949,-63.6078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
5648,16782,16547,13330,67,0,3,0,-0.49081,0.94332,9.73363,-0.001065,-0.012783,-0.008522,-50.07,31.89,1.169,13.6053,41.8304,-25.2482,36.0884,107.3993,-65.1195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
5691,21300,16640,13419,69,0,3,0,-0.413,1.00437,9.78031,-0.009587,-0.007457,-0.010653,-50.089,31.86,1.17,13.7093,42.1845,-25.4602,36.6765,109.2081,-66.2112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
5745,16697,16573,13382,70,0,3,0,-0.37589,0.99359,9.73363,-0.011718,-0.005326,-0.010653,-50.101,31.815,1.176,13.8371,42.6234,-25.7248,37.4171,111.4882,-67.5873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
5790,27389,16817,13498,71,0,3,0,-0.48004,0.93853,9.74919,-0.003196,-0.022371,-0.013848,-50.099,31.753,1.199,13.9423,42.9858,-25.9379,38.0302,113.3777,-68.7276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
5833,26330,16631,13400,72,0,3,0,-0.37828,0.99838,9.83299,-0.006392,-0.010653,-0.010653,-50.116,31.721,1.198,14.0467,43.3429,-26.1503,38.6393,115.2564,-69.8611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
5887,16691,16583,13359,73,0,3,0,-0.40462,1.01035,9.79707,-0.004261,-0.012783,-0.009587,-50.128,31.68,1.204,14.1745,43.7844,-26.4135,39.398,117.5988,-71.2743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
5949,16777,16586,13349,74,0,3,0,-0.41061,1.01993,9.80186,-0.005326,-0.010653,-0.010653,-50.147,31.629,1.208,14.3214,44.2937,-26.7178,40.2807,120.327,-72.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
5993,27204,16762,13458,75,0,3,0,-0.41061,1.01155,9.79348,-0.005326,-0.008522,-0.009587,-50.16,31.598,1.208,14.4252,44.6552,-26.9336,40.9127,122.2827,-74.0997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
6047,37123,16652,13406,76,0,3,0,-0.40941,0.98162,9.7875,-0.007457,-0.008522,-0.010653,-50.183,31.558,1.207,14.5531,45.0996,-27.199,41.6979,124.7145,-75.5663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
6096,31901,16629,13149,77,0,3,0,-0.40342,0.96845,9.80665,-0.006392,-0.009587,-0.010653,-50.201,31.52,1.208,14.6687,45.4993,-27.4369,42.41,126.9226,-76.8979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
6149,16708,16573,13370,78,0,3,0,-0.41659,0.96845,9.81144,-0.006392,-0.009587,-0.009587,-50.219,31.478,1.212,14.7956,45.9402,-27.6988,43.2026,129.3821,-78.3809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
6192,25612,17218,13921,79,0,3,0,-0.39863,0.9924,9.79109,-0.004261,-0.011718,-0.010653,-50.228,31.443,1.217,14.8953,46.2882,-27.9061,43.8316,131.3359,-79.5589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
6236,21477,16592,13059,81,0,3,0,-0.39504,0.99718,9.79588,-0.005326,-0.008522,-0.009587,-50.239,31.409,1.219,14.9997,46.6543,-28.1247,44.4976,133.4067,-80.8073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
6290,16723,16561,13341,82,0,3,0,-0.40103,0.99599,9.79109,-0.006392,-0.008522,-0.010653,-50.258,31.368,1.22,15.1254,47.0958,-28.3881,45.3065,135.9239,-82.3247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
6349,16771,16591,13375,83,0,3,0,-0.40701,0.99599,9.78869,-0.006392,-0.008522,-0.010653,-50.279,31.322,1.219,15.2631,47.581,-28.6778,46.2038,138.7195,-84.0097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
6394,27682,16726,13447,84,0,3,0,-0.413,0.99718,9.79588,-0.004261,-0.009587,-0.009587,-50.29,31.289,1.222,15.3665,47.9465,-28.8956,46.8848,140.8436,-85.2898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
6447,16713,16550,13343,85,0,3,0,-0.4118,0.97683,9.81144,-0.007457,-0.007457,-0.009587,-50.31,31.25,1.221,15.4926,48.3908,-29.1591,47.7183,143.4455,-86.8578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
6490,25558,16681,13397,86,0,3,0,-0.41539,0.98521,9.75996,-0.007457,-0.010653,-0.010653,-50.326,31.215,1.225,15.5905,48.7379,-29.3664,48.3758,145.5001,-88.0958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
6549,36486,22481,19249,87,0,3,0,-0.413,0.98881,9.79228,-0.006392,-0.010653,-0.010653,-50.342,31.168,1.231,15.7138,49.177,-29.6275,49.2111,148.1126,-89.6698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
6593,27286,16739,13456,89,0,3,0,-0.41659,0.97444,9.7863,-0.004261,-0.008522,-0.010653,-50.357,31.128,1.232,15.829,49.5871,-29.8718,49.9987,150.5789,-91.1556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
6653,37364,22370,14102,90,0,3,0,-0.4118,0.97205,9.79588,-0.005326,-0.007457,-0.009587,-50.373,31.089,1.232,15.9546,50.0336,-30.1374,50.8625,153.2863,-92.7865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
6698,28291,16260,13005,92,0,3,0,-0.43096,1.00556,9.81623,-0.004261,-0.013848,-0.010653,-50.385,31.043,1.24,16.0714,50.4534,-30.386,51.6769,155.8414,-94.3254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
6735,20255,16645,13059,93,0,3,0,-0.39983,1.01394,9.81623,-0.006392,-0.009587,-0.009587,-50.397,31.017,1.238,16.1558,50.7562,-30.566,52.2683,157.6988,-95.444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
6796,17329,16607,13051,94,0,3,0,-0.40342,0.99,9.77912,-0.006392,-0.007457,-0.009587,-50.417,30.972,1.238,16.2951,51.2594,-30.8662,53.2614,160.821,-97.3241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
6839,26873,16231,12974,95,0,3,0,-0.40701,0.9924,9.78989,-0.006392,-0.007457,-0.009587,-50.432,30.939,1.239,16.395,51.6188,-31.0806,53.9753,163.0677,-98.677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
6893,16724,16553,13344,96,0,3,0,-0.41899,0.97564,9.80426,-0.006392,-0.008522,-0.010653,-50.453,30.897,1.238,16.5169,52.0586,-31.3417,54.8546,165.8374,-100.3446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
6937,26468,16714,13018,97,0,3,0,-0.4142,0.96367,9.79947,-0.006392,-0.008522,-0.009587,-50.468,30.865,1.24,16.6157,52.4138,-31.5526,55.5705,168.0949,-101.7036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
6998,17513,16213,12976,98,0,3,0,-0.40941,0.98761,9.79348,-0.005326,-0.008522,-0.009587,-50.486,30.818,1.244,16.756,52.9213,-31.8541,56.6,171.3444,-103.6597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
7034,16416,36395,28151,98,0,3,0,-0.40582,0.98881,9.79109,-0.005326,-0.008522,-0.009587,-50.491,30.806,1.245,16.7933,53.0564,-31.9346,56.8754,172.2143,-104.1833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
7084,27514,21989,13771,100,0,3,0,-0.40582,1.00317,9.7875,-0.005326,-0.009587,-0.009587,-50.509,30.756,1.246,16.9385,53.5846,-32.2498,57.9564,175.6316,-106.2401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
7144,16769,16610,13411,102,0,3,0,-0.40941,0.99718,9.80186,-0.006392,-0.008522,-0.010653,-50.531,30.705,1.248,17.0861,54.1244,-32.5707,59.0696,179.1557,-108.3609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
7198,17489,16389,13061,103,0,3,0,-0.40582,0.98402,9.7863,-0.006392,-0.008522,-0.010653,-50.551,30.664,1.249,17.2092,54.5735,-32.8377,60.0041,182.1175,-110.1432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
7245,29530,16699,13429,104,0,3,0,-0.40941,0.98282,9.79109,-0.006392,-0.008522,-0.010653,-50.568,30.629,1.249,17.3137,54.9555,-33.0649,60.8045,184.657,-111.6712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
7288,26257,16671,13423,105,0,3,0,-0.41899,0.97085,9.78869,-0.005326,-0.009587,-0.010653,-50.582,30.596,1.25,17.4107,55.3108,-33.2761,61.5538,187.0365,-113.1028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
7342,16699,16500,13294,106,0,3,0,-0.42497,0.98282,9.7875,-0.005326,-0.008522,-0.009587,-50.601,30.555,1.251,17.5313,55.7547,-33.5399,62.4955,190.0298,-114.9035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
7386,27114,16861,13593,107,0,3,0,-0.40701,0.98162,9.78869,-0.005326,-0.009587,-0.009587,-50.614,30.522,1.254,17.6293,56.1157,-33.7546,63.2659,192.4807,-116.3779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
7446,16778,16593,13375,109,0,3,0,-0.40701,0.98162,9.77672,-0.006392,-0.008522,-0.009587,-50.631,30.475,1.257,17.7647,56.6151,-34.0511,64.3372,195.8929,-118.4302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
7484,20250,16662,13361,110,0,3,0,-0.41061,1.00197,9.80426,-0.005326,-0.009587,-0.009587,-50.642,30.448,1.259,17.8474,56.9214,-34.2329,64.9971,197.9966,-119.6955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
7543,36775,22928,19385,111,0,3,0,-0.40821,0.99718,9.78989,-0.006392,-0.007457,-0.009587,-50.661,30.41,1.259,17.9664,57.3641,-34.4963,65.9571,201.0602,-121.5378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
7593,32984,16854,13530,113,0,3,0,-0.40821,0.98521,9.7851,-0.006392,-0.006392,-0.009587,-50.683,30.372,1.257,18.0909,57.8266,-34.7719,66.9687,204.2919,-123.4812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
7647,16709,16568,13367,114,0,3,0,-0.41659,0.98162,9.79228,-0.007457,-0.008522,-0.009587,-50.704,30.332,1.259,18.2102,58.2722,-35.0366,67.949,207.427,-125.3662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
7690,26349,16683,13440,115,0,3,0,-0.41061,0.96726,9.79348,-0.006392,-0.008522,-0.009587,-50.718,30.3,1.262,18.3056,58.6275,-35.2473,68.7359,209.9464,-126.881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
7734,26487,16665,13394,116,0,3,0,-0.41779,0.97324,9.79109,-0.006392,-0.008522,-0.009587,-50.734,30.267,1.262,18.4013,58.9855,-35.4597,69.5322,212.4976,-128.4147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
7789,17565,16720,13465,117,0,3,0,-0.40941,0.98043,9.78151,-0.006392,-0.008522,-0.009587,-50.753,30.226,1.264,18.5219,59.4373,-35.7282,70.5437,215.7419,-130.365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
7850,36416,24267,21030,118,0,3,0,-0.4118,0.99359,9.79468,-0.006392,-0.008522,-0.009587,-50.771,30.187,1.265,18.6394,59.8801,-35.9912,71.5393,218.9385,-132.2864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
7893,26488,16685,13435,120,0,3,0,-0.40821,0.9924,9.79348,-0.005326,-0.008522,-0.009587,-50.788,30.148,1.266,18.7511,60.3015,-36.2416,72.492,222.0007,-134.1269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
7947,16716,16568,13336,121,0,3,0,-0.40821,0.98402,9.79468,-0.006392,-0.008522,-0.009587,-50.805,30.107,1.27,18.8689,60.7465,-36.506,73.505,225.2601,-136.0857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
7991,27619,16734,13473,122,0,3,0,-0.40821,0.97923,9.79109,-0.006392,-0.008522,-0.009587,-50.821,30.074,1.273,18.9658,61.1131,-36.7237,74.3443,227.9633,-137.7102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
8052,37120,22820,19561,123,0,3,0,-0.40342,0.96965,9.80306,-0.008522,-0.006392,-0.010653,-50.851,30.037,1.267,19.0843,61.561,-36.9891,75.3749,231.286,-139.7067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
8096,27529,16809,13210,125,0,3,0,-0.42497,0.97324,9.78989,-0.006392,-0.008522,-0.009587,-50.871,30,1.265,19.1938,61.9786,-37.2366,76.3418,234.4068,-141.5817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
8139,26864,16145,12932,126,0,3,0,-0.40223,0.97205,9.77792,-0.006392,-0.007457,-0.010653,-50.887,29.968,1.264,19.2892,62.341,-37.4524,77.1871,237.1374,-143.2222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
8183,26865,16979,13702,127,0,3,0,-0.41061,0.97803,9.7863,-0.005326,-0.006392,-0.009587,-50.902,29.937,1.262,19.3828,62.698,-37.6648,78.0229,239.8399,-144.8457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
8238,16597,16120,12891,128,0,3,0,-0.413,0.97085,9.79707,-0.005326,-0.005326,-0.009587,-50.921,29.901,1.259,19.5018,63.1527,-37.9347,79.0924,243.3014,-146.9251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
8297,16157,16356,12918,129,0,3,0,-0.39863,0.98761,9.80665,-0.006392,-0.007457,-0.009587,-50.94,29.854,1.264,19.6295,63.6432,-38.2257,80.2518,247.058,-149.1815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
8340,26718,16118,12906,130,0,3,0,-0.40941,0.99599,9.79707,-0.005326,-0.009587,-0.010653,-50.952,29.817,1.267,19.7223,64.0016,-38.4384,81.1031,249.8194,-150.8401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
8395,17666,16475,12973,131,0,3,0,-0.40342,0.98043,9.78271,-0.006392,-0.007457,-0.009587,-50.974,29.779,1.265,19.8388,64.4497,-38.7052,82.1752,253.3004,-152.9306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
8438,26623,16158,12929,132,0,3,0,-0.41659,0.98282,9.82341,-0.005326,-0.011718,-0.009587,-50.985,29.744,1.27,19.9316,64.8083,-38.9176,83.0361,256.0986,-154.611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
8497,16557,16106,12895,133,0,3,0,-0.44652,0.96845,9.77193,-0.004261,-0.007457,-0.009587,-51.003,29.7,1.273,20.0589,65.3021,-39.2108,84.2306,259.9847,-156.9445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
8534,16313,36291,28022,133,0,3,0,-0.39145,0.97444,9.77912,-0.008522,-0.005326,-0.008522,-51.011,29.691,1.272,20.094,65.4369,-39.2911,84.5581,261.0511,-157.5848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
8585,28761,22129,13875,135,0,3,0,-0.413,0.96965,9.7875,-0.005326,-0.007457,-0.009587,-51.035,29.647,1.269,20.2333,65.9775,-39.6108,85.8729,265.3357,-160.1574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
8645,16696,16479,13285,137,0,3,0,-0.39624,0.98641,9.80066,-0.005326,-0.009587,-0.009587,-51.054,29.599,1.274,20.3741,66.5244,-39.9358,87.2131,269.7087,-162.7826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
8698,16535,16034,12841,138,0,3,0,-0.41539,0.96486,9.54329,0,-0.014914,-0.007457,-51.061,29.555,1.284,20.4866,66.9645,-40.2007,88.3056,273.2778,-164.9252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
8742,26681,16531,13267,139,0,3,0,-0.43934,1.00676,9.72764,-0.008522,-0.004261,-0.015979,-51.089,29.52,1.288,20.5769,67.3208,-40.4121,89.1863,276.1577,-166.654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
8786,27093,16762,13495,140,0,3,0,-0.40342,0.98043,9.77553,-0.011718,-0.001065,-0.008522,-51.112,29.488,1.285,20.669,67.6842,-40.6271,90.0901,279.116,-168.4297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
8839,16633,16059,12866,141,0,3,0,-0.39265,0.97923,9.78869,-0.008522,-0.006392,-0.009587,-51.129,29.444,1.29,20.7833,68.1334,-40.8936,91.2129,282.795,-170.6379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
8899,16586,16170,12874,142,0,3,0,-0.40582,0.97683,9.79468,-0.007457,-0.008522,-0.009587,-51.147,29.399,1.293,20.908,68.6258,-41.1857,92.4514,286.8574,-173.0761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,1500,1500,2225,0,,,,,,,,0,,,,0
