ms,control_dt_us,control_exec_us,esekf_us,missed,log_dropped,ax,ay,az,gx,gy,gz,roll_deg,pitch_deg,yaw_deg,vn,ve,vu,pn,pe,pu,bgx,bgy,bgz,bax,bay,baz,s_roll,s_pitch,u_diff_deg,u_sym_deg,u_tail_deg,left_inc_deg,right_inc_deg,b00,b01,b10,b11,left_deg,right_deg,morph_deg,tail_deg,left_pwm,right_pwm,morph_pwm,tail_pwm,gps_fix,gps_sats,gps_lat_deg,gps_lon_deg,gps_alt_m,gps_vn,gps_ve,gps_vd,gps_fix_type,gps_hacc_m,gps_vacc_m,gps_sacc_mps,gps_origin_set,gps_itow_ms
2038,39026,22691,14852,0,0,-0.24660,0.98282,9.84137,-0.008522,-0.013848,-0.012783,5.551,1.343,0.042,-0.0010,0.0006,0.0510,-0.0002,-0.0005,0.0136,0.0001343,-0.0171862,-0.0146750,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2475,1500,1,14,40.4364934,-86.8937366,161.028,0.000,0.050,-0.010,3,0.91,1.52,0.20,1,58397200
2075,22916,36536,28621,0,0,-0.23104,0.98282,9.85334,-0.015979,-0.013848,-0.027697,5.544,1.348,0.025,-0.0010,0.0005,0.0533,-0.0002,-0.0006,0.0148,-0.0001979,-0.0171616,-0.0146749,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2475,1500,1,14,40.4364934,-86.8937366,161.028,0.000,0.050,-0.010,3,0.91,1.52,0.20,1,58397200
2124,31144,18150,15133,0,0,-0.21189,0.94571,9.84137,-0.053263,-0.001065,-0.011718,5.398,1.404,0.002,-0.0012,0.0011,0.0588,-0.0003,-0.0008,0.0186,-0.0008897,-0.0172331,-0.0146749,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2475,1500,1,14,40.4364934,-86.8937366,161.028,0.000,0.050,-0.010,3,0.91,1.52,0.20,1,58397200
2184,40973,18428,15399,0,0,-0.32202,0.84755,9.84496,0.026632,-0.015979,0.020240,5.337,1.450,0.089,-0.0026,0.0002,0.0638,-0.0002,-0.0002,0.0222,0.0006547,-0.0180036,-0.0146757,0.000000,0.000000,0.000000,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2475,1500,1,14,40.4364934,-86.8937366,161.028,0.000,0.050,-0.010,3,0.91,1.52,0.20,1,58397200
2241,32453,24100,21089,0,0,-0.22865,0.89783,9.87369,0.084156,-0.039415,-0.006392,5.488,1.371,0.211,-0.1236,-0.2373,0.0414,-0.0427,-0.0652,-0.0013,0.0026241,-0.0179312,-0.0147345,0.006548,0.013179,0.000431,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2475,1500,1,15,40.4364931,-86.8937371,161.021,-0.130,-0.250,-0.040,3,0.90,1.52,0.23,1,58397400
2284,25027,18447,15430,0,0,-0.20590,1.03190,9.83538,0.027697,-0.029827,-0.037284,5.664,1.309,0.169,-0.1232,-0.2365,0.0459,-0.0487,-0.0767,0.0008,0.0018165,-0.0174916,-0.0147308,0.006507,0.013101,0.000437,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2475,1500,1,15,40.4364931,-86.8937371,161.021,-0.130,-0.250,-0.040,3,0.90,1.52,0.23,1,58397400
2333,30573,18425,15407,0,0,-0.19752,1.01514,9.83897,-0.053263,0.000000,-0.008522,5.633,1.298,0.155,-0.1221,-0.2347,0.0500,-0.0546,-0.0881,0.0032,0.0001261,-0.0165340,-0.0147246,0.006427,0.012954,0.000449,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2475,1500,1,15,40.4364931,-86.8937371,161.021,-0.130,-0.250,-0.040,3,0.90,1.52,0.23,1,58397400
2395,42688,19046,15980,0,0,-0.25498,0.90022,9.84615,-0.036219,-0.006392,-0.015979,5.455,1.359,0.167,-0.1232,-0.2368,0.0553,-0.0622,-0.1026,0.0064,0.0005516,-0.0168435,-0.0147242,0.006448,0.012981,0.000447,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2475,1500,1,15,40.4364931,-86.8937371,161.021,-0.130,-0.250,-0.040,3,0.90,1.52,0.23,1,58397400
2434,19890,37600,29537,0,0,-0.25379,0.90261,9.83299,0.002131,-0.013848,-0.002131,5.428,1.379,0.124,-0.1088,-0.1892,0.0711,-0.0540,-0.0691,0.0054,0.0010906,-0.0170908,-0.0146643,0.003889,0.004014,-0.001462,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2475,1500,1,14,40.4364930,-86.8937370,161.023,-0.100,-0.160,-0.080,3,0.90,1.52,0.24,1,58397600
2473,37834,39148,30798,0,0,-0.24900,0.97683,9.82461,0.013848,-0.019175,-0.007457,5.476,1.380,0.138,-0.1093,-0.1882,0.0737,-0.0582,-0.0762,0.0082,0.0006966,-0.0172172,-0.0146630,0.003915,0.003939,-0.001454,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2475,1500,1,14,40.4364930,-86.8937370,161.023,-0.100,-0.160,-0.080,3,0.90,1.52,0.24,1,58397600
2543,38007,31868,23977,0,0,-0.23104,0.96367,9.85214,0.005326,-0.019175,-0.015979,5.518,1.374,0.134,-0.1098,-0.1881,0.0806,-0.0667,-0.0908,0.0141,0.0005024,-0.0172652,-0.0146626,0.003924,0.003908,-0.001451,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2475,1500,1,14,40.4364930,-86.8937370,161.023,-0.100,-0.160,-0.080,3,0.90,1.52,0.24,1,58397600
2582,32118,37939,29898,0,0,-0.20830,0.96726,9.83299,-0.024501,-0.008522,-0.013848,5.486,1.373,0.135,-0.1094,-0.1878,0.0830,-0.0702,-0.0968,0.0168,0.0002523,-0.0169520,-0.0146630,0.003878,0.003871,-0.001448,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2475,1500,1,14,40.4364930,-86.8937370,161.023,-0.100,-0.160,-0.080,3,0.90,1.52,0.24,1,58397600
2630,62046,24730,21685,0,0,-0.23703,0.91698,9.85932,-0.007457,-0.013848,-0.012783,5.418,1.449,-0.222,-0.0142,-0.1359,0.0955,-0.0449,-0.0710,0.0143,0.0007993,-0.0174486,-0.0142064,-0.021234,-0.010378,-0.002478,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2475,1500,1,14,40.4364933,-86.8937367,161.018,0.050,-0.100,-0.100,3,0.90,1.52,0.18,1,58397800
2680,31675,17968,14951,0,0,-0.22146,0.89423,9.85813,0.019175,-0.013848,0.020240,5.415,1.438,-0.184,-0.0125,-0.1364,0.1008,-0.0456,-0.0788,0.0199,0.0013287,-0.0172248,-0.0142079,-0.021327,-0.010161,-0.002501,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2475,1500,1,14,40.4364933,-86.8937367,161.018,0.050,-0.100,-0.100,3,0.90,1.52,0.18,1,58397800
2731,26885,18494,15480,0,0,-0.22027,1.00078,9.82221,0.040480,-0.029827,-0.024501,5.508,1.402,-0.195,-0.0112,-0.1359,0.1049,-0.0462,-0.0856,0.0251,0.0014098,-0.0170737,-0.0142070,-0.021382,-0.010120,-0.002507,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2475,1500,1,14,40.4364933,-86.8937367,161.018,0.050,-0.100,-0.100,3,0.90,1.52,0.18,1,58397800
2774,24431,18445,15434,0,0,-0.20111,0.99000,9.85453,0.005326,-0.017044,-0.013848,5.572,1.373,-0.191,-0.0099,-0.1351,0.1093,-0.0467,-0.0915,0.0297,0.0009936,-0.0167315,-0.0142006,-0.021494,-0.010266,-0.002495,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2475,1500,1,14,40.4364933,-86.8937367,161.018,0.050,-0.100,-0.100,3,0.90,1.52,0.18,1,58397800
2844,45018,25062,21710,0,0,-0.20470,0.97205,9.85813,-0.033023,-0.007457,-0.017044,5.463,1.435,-0.553,0.0690,-0.0598,0.1301,-0.0199,-0.0577,0.0453,0.0008600,-0.0166623,-0.0136772,-0.043105,-0.032434,-0.005248,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2475,1500,1,13,40.4364936,-86.8937362,161.094,0.120,-0.010,-0.140,3,0.90,1.52,0.20,1,58398000
2876,30332,26044,23045,0,0,-0.21907,0.91219,9.86052,-0.031958,-0.007457,-0.015979,5.396,1.436,-0.556,0.0710,-0.0593,0.1333,-0.0177,-0.0595,0.0493,0.0010118,-0.0164303,-0.0136789,-0.043274,-0.032326,-0.005262,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2475,1500,1,13,40.4364936,-86.8937362,161.094,0.120,-0.010,-0.140,3,0.90,1.52,0.20,1,58398000
2926,31321,18481,15475,0,0,-0.24301,0.87628,9.86411,0.025566,-0.022371,-0.013848,5.379,1.425,-0.540,0.0737,-0.0596,0.1396,-0.0136,-0.0629,0.0571,0.0018345,-0.0163697,-0.0136849,-0.043325,-0.031776,-0.005316,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2475,1500,1,13,40.4364936,-86.8937362,161.094,0.120,-0.010,-0.140,3,0.90,1.52,0.20,1,58398000
2976,31201,18703,15692,0,0,-0.27533,1.03430,9.83418,0.039415,-0.022371,0.006392,5.563,1.407,-0.514,0.0753,-0.0563,0.1445,-0.0098,-0.0659,0.0642,0.0008756,-0.0165211,-0.0136891,-0.043240,-0.032369,-0.005257,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2475,1500,1,13,40.4364936,-86.8937362,161.094,0.120,-0.010,-0.140,3,0.90,1.52,0.20,1,58398000
3055,54405,24647,21625,0,0,-0.20710,0.97564,9.85573,-0.037284,-0.005326,-0.012783,5.508,1.361,-0.243,0.0144,-0.0627,0.1393,-0.0097,-0.0485,0.0706,0.0004036,-0.0158688,-0.0141412,-0.025185,-0.029255,-0.001046,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2475,1500,1,13,40.4364936,-86.8937360,161.090,-0.030,-0.070,-0.130,3,0.90,1.53,0.23,1,58398200
3092,29905,31685,28392,0,0,-0.23583,0.95648,9.86531,-0.034088,-0.006392,-0.015979,5.456,1.377,-0.246,0.0152,-0.0616,0.1426,-0.0092,-0.0503,0.0749,0.0003099,-0.0158532,-0.0141401,-0.025198,-0.029348,-0.001037,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2475,1500,1,13,40.4364936,-86.8937360,161.090,-0.030,-0.070,-0.130,3,0.90,1.53,0.23,1,58398200
3124,31918,31494,23482,0,0,-0.25857,0.93374,9.86411,0.020240,-0.022371,-0.014914,5.486,1.375,-0.246,0.0155,-0.0609,0.1461,-0.0087,-0.0523,0.0795,0.0003977,-0.0159873,-0.0141422,-0.025074,-0.029266,-0.001043,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2475,1500,1,13,40.4364936,-86.8937360,161.090,-0.030,-0.070,-0.130,3,0.90,1.53,0.23,1,58398200
3173,30495,18605,15586,0,0,-0.22984,0.98521,9.85334,0.022371,-0.023436,-0.012783,5.583,1.352,-0.245,0.0170,-0.0584,0.1527,-0.0077,-0.0560,0.0888,0.0001665,-0.0160344,-0.0141425,-0.025031,-0.029471,-0.001022,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2475,1500,1,13,40.4364936,-86.8937360,161.090,-0.030,-0.070,-0.130,3,0.90,1.53,0.23,1,58398200
3231,33870,18469,15462,0,0,-0.21189,0.99479,9.86172,-0.011718,-0.014914,-0.013848,5.629,1.234,0.282,-0.0990,-0.1271,0.1354,-0.0277,-0.0554,0.0862,-0.0004042,-0.0152610,-0.0151289,0.005801,-0.009001,0.004702,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2475,1500,1,14,40.4364934,-86.8937360,161.073,-0.200,-0.190,-0.110,3,0.89,1.53,0.24,1,58398400
3285,18873,18448,15433,0,0,-0.20949,0.94212,9.87010,-0.025566,-0.013848,-0.038350,5.532,1.242,0.263,-0.0990,-0.1276,0.1406,-0.0331,-0.0623,0.0937,-0.0001418,-0.0151821,-0.0151289,0.005712,-0.008703,0.004671,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2475,1500,1,14,40.4364934,-86.8937360,161.073,-0.200,-0.190,-0.110,3,0.89,1.53,0.24,1,58398400
3334,30646,18426,15419,0,0,-0.24421,0.97085,9.85693,0.001065,-0.014914,-0.009587,5.538,1.260,0.296,-0.0999,-0.1268,0.1450,-0.0379,-0.0686,0.1007,-0.0002498,-0.0153617,-0.0151296,0.005898,-0.008817,0.004686,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2475,1500,1,14,40.4364934,-86.8937360,161.073,-0.200,-0.190,-0.110,3,0.89,1.53,0.24,1,58398400
3385,31471,19020,16000,0,0,-0.24062,0.95050,9.86531,0.026632,-0.027697,-0.027697,5.586,1.267,0.280,-0.1009,-0.1268,0.1497,-0.0429,-0.0749,0.1081,-0.0000268,-0.0157536,-0.0151373,0.006271,-0.008600,0.004672,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2475,1500,1,14,40.4364934,-86.8937360,161.073,-0.200,-0.190,-0.110,3,0.89,1.53,0.24,1,58398400
3423,25008,31976,28960,0,0,-0.20231,1.00078,9.84256,0.009587,-0.020240,-0.014914,5.627,1.208,0.573,-0.1684,-0.1505,0.1395,-0.0555,-0.0608,0.1007,-0.0002603,-0.0154852,-0.0157464,0.023239,-0.001983,0.007878,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2475,1500,1,14,40.4364931,-86.8937357,161.071,-0.220,-0.170,-0.130,3,0.89,1.53,0.26,1,58398600
3504,59125,21209,15634,0,0,-0.18555,1.01993,9.84376,0.017044,-0.020240,-0.015979,5.720,1.206,0.594,-0.1713,-0.1489,0.1473,-0.0711,-0.0745,0.1138,-0.0003654,-0.0157224,-0.0157603,0.023551,-0.002119,0.007898,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2475,1500,1,14,40.4364931,-86.8937357,161.071,-0.220,-0.170,-0.130,3,0.89,1.53,0.26,1,58398600
3543,21449,39198,31136,0,0,-0.17358,1.02352,9.87129,-0.008522,-0.006392,-0.009587,5.725,1.202,0.596,-0.1715,-0.1485,0.1497,-0.0748,-0.0777,0.1170,-0.0005210,-0.0155631,-0.0157500,0.023375,-0.002307,0.007913,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2475,1500,1,14,40.4364931,-86.8937357,161.071,-0.220,-0.170,-0.130,3,0.89,1.53,0.26,1,58398600
3580,39425,36558,30790,0,0,-0.21668,0.96367,9.85573,-0.020240,-0.005326,-0.012783,5.674,1.226,0.606,-0.1725,-0.1488,0.1533,-0.0815,-0.0836,0.1230,-0.0004499,-0.0155846,-0.0157513,0.023398,-0.002224,0.007906,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2475,1500,1,14,40.4364931,-86.8937357,161.071,-0.220,-0.170,-0.130,3,0.89,1.53,0.26,1,58398600
3641,35544,24485,21460,0,0,-0.16879,0.96007,9.84615,-0.001065,-0.014914,-0.019175,5.581,1.322,-0.161,-0.0309,0.0626,0.1473,-0.0554,-0.0191,0.1218,0.0000804,-0.0156572,-0.0139997,-0.009831,-0.055258,0.015373,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2475,1500,1,13,40.4364934,-86.8937344,161.073,0.060,0.200,-0.140,3,0.89,1.54,0.24,1,58398800
3672,24714,31046,22799,0,0,-0.15802,0.99479,9.83538,0.044741,-0.025566,-0.011718,5.654,1.280,-0.173,-0.0295,0.0644,0.1491,-0.0561,-0.0175,0.1255,-0.0000099,-0.0153873,-0.0139762,-0.010223,-0.055396,0.015378,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2475,1500,1,13,40.4364934,-86.8937344,161.073,0.060,0.200,-0.140,3,0.89,1.54,0.24,1,58398800
3733,18946,18378,15366,0,0,-0.16161,0.98402,9.82221,-0.019175,-0.006392,-0.009587,5.547,1.312,-0.155,-0.0283,0.0723,0.1535,-0.0583,-0.0125,0.1367,-0.0004560,-0.0151242,-0.0139613,-0.010583,-0.056070,0.015437,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2475,1500,1,13,40.4364934,-86.8937344,161.073,0.060,0.200,-0.140,3,0.89,1.54,0.24,1,58398800
3776,24640,18454,15066,0,0,-0.23942,1.01514,9.83059,0.017044,-0.017044,-0.012783,5.604,1.286,-0.156,-0.0275,0.0754,0.1562,-0.0595,-0.0093,0.1434,-0.0006433,-0.0149114,-0.0139545,-0.010881,-0.056330,0.015457,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2475,1500,1,13,40.4364934,-86.8937344,161.073,0.060,0.200,-0.140,3,0.89,1.54,0.24,1,58398800
3826,30810,18789,15770,0,0,-0.20231,1.00317,9.82580,-0.012783,-0.009587,-0.012783,5.618,1.316,-0.154,-0.0269,0.0793,0.1593,-0.0608,-0.0056,0.1512,-0.0010287,-0.0150464,-0.0139448,-0.010671,-0.056846,0.015513,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2475,1500,1,13,40.4364934,-86.8937344,161.073,0.060,0.200,-0.140,3,0.89,1.54,0.24,1,58398800
3884,33097,18441,15442,0,0,-0.22625,1.03430,9.81623,0.013848,-0.015979,-0.012783,5.692,1.381,-0.712,0.1075,0.0550,0.1058,-0.0234,0.0196,0.1239,-0.0014542,-0.0151277,-0.0126033,-0.040417,-0.048032,0.028176,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2475,1500,1,13,40.4364935,-86.8937337,160.959,0.190,0.030,-0.070,3,0.89,1.54,0.20,1,58399000
3928,43883,18763,15733,0,0,-0.19273,0.97085,9.82102,-0.039415,-0.001065,-0.012783,5.600,1.396,-0.711,0.1110,0.0575,0.1076,-0.0186,0.0221,0.1286,-0.0014827,-0.0149571,-0.0126032,-0.040710,-0.048081,0.028175,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2475,1500,1,13,40.4364935,-86.8937337,160.959,0.190,0.030,-0.070,3,0.89,1.54,0.20,1,58399000
3978,31282,18404,15104,0,0,-0.24900,0.98521,9.82221,0.006392,-0.012783,-0.013848,5.618,1.387,-0.717,0.1134,0.0607,0.1095,-0.0130,0.0250,0.1340,-0.0016625,-0.0147722,-0.0125962,-0.041005,-0.048374,0.028199,0.00000,0.00000,0.000,0.000,0.000,0.000,0.000,-6.0000,0.0000,0.0000,6.0000,95.00,95.00,90.00,90.00,1650,1575,2475,1500,1,13,40.4364935,-86.8937337,160.959,0.190,0.030,-0.070,3,0.89,1.54,0.20,1,58399000
